"Info";"Date";"Time";"TimeStamp";"0,2 - CP_last_pwm";"0,2 - CP_output_pwm";"0,2 - CP_rpms";"0,2 - CP_pressure"
"";"2020-11-17";"17:55:16.703";"75833";"7304";"7304";"1750";"13078282"
"";"2020-11-17";"17:55:16.804";"75934";"5442";"5442";"1585";"15525916"
"";"2020-11-17";"17:55:16.905";"76035";"3000";"3000";"1395";"19783022"
"";"2020-11-17";"17:55:17.006";"76136";"10000";"10000";"1158";"1033984"
"";"2020-11-17";"17:55:17.107";"76237";"3000";"3000";"841";"113092"
"";"2020-11-17";"17:55:17.208";"76338";"3000";"3000";"711";"153482"
"";"2020-11-17";"17:55:17.309";"76439";"3000";"3000";"653";"121170"
"";"2020-11-17";"17:55:17.410";"76540";"3000";"3000";"573";"145404"
"";"2020-11-17";"17:55:17.510";"76640";"3000";"3000";"506";"177716"
"";"2020-11-17";"17:55:17.611";"76741";"3000";"3000";"423";"129248"
"";"2020-11-17";"17:55:17.712";"76842";"3000";"3000";"387";"48468"
"";"2020-11-17";"17:55:17.813";"76943";"3000";"3000";"372";"4725630"
"";"2020-11-17";"17:55:17.914";"77044";"3000";"3000";"365";"193872"
"";"2020-11-17";"17:55:18.015";"77145";"3000";"3000";"362";"8078"
"";"2020-11-17";"17:55:18.116";"77246";"3000";"3000";"361";"8078"
"";"2020-11-17";"17:55:18.218";"77348";"3000";"3000";"360";"16156"
"";"2020-11-17";"17:55:18.319";"77449";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:18.419";"77549";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:18.520";"77650";"3000";"3000";"360";"16156"
"";"2020-11-17";"17:55:18.620";"77750";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:18.721";"77851";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:18.822";"77952";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:18.922";"78052";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:19.023";"78153";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:19.123";"78253";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:19.224";"78354";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:19.324";"78454";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:19.425";"78555";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:19.526";"78656";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:19.627";"78757";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:19.728";"78858";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:19.829";"78959";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:19.929";"79059";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:20.030";"79160";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:20.130";"79260";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:20.231";"79361";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:20.331";"79461";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:20.432";"79562";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:20.533";"79663";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:20.634";"79764";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:20.734";"79864";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:20.836";"79966";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:20.937";"80067";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:21.038";"80168";"3000";"3000";"360";"16156"
"";"2020-11-17";"17:55:21.139";"80269";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:21.240";"80370";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:21.341";"80471";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:21.442";"80572";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:21.543";"80673";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:21.644";"80774";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:21.744";"80874";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:21.845";"80975";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:21.946";"81076";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:22.046";"81176";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:22.147";"81277";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:22.248";"81378";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:22.349";"81479";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:22.449";"81579";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:22.550";"81680";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:22.651";"81781";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:22.753";"81883";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:22.854";"81984";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:22.954";"82084";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:23.055";"82185";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:23.156";"82286";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:23.256";"82386";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:23.358";"82488";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:23.458";"82588";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:23.558";"82688";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:23.659";"82789";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:23.760";"82890";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:23.861";"82991";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:23.962";"83092";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:24.063";"83193";"3000";"3000";"360";"24234"
"";"2020-11-17";"17:55:24.164";"83294";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:24.265";"83395";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:24.366";"83496";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:24.466";"83596";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:24.567";"83697";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:24.668";"83798";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:24.769";"83899";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:24.869";"83999";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:24.970";"84100";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:25.072";"84202";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:25.173";"84303";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:25.273";"84403";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:25.376";"84506";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:25.475";"84605";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:25.576";"84706";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:25.678";"84808";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:25.779";"84909";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:25.879";"85009";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:25.980";"85110";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:26.080";"85210";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:26.181";"85311";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:26.282";"85412";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:26.382";"85512";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:26.483";"85613";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:26.584";"85714";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:26.684";"85814";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:26.785";"85915";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:26.886";"86016";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:26.988";"86118";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:27.089";"86219";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:27.190";"86320";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:27.291";"86421";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:27.392";"86522";"3000";"3000";"360";"16156"
"";"2020-11-17";"17:55:27.492";"86622";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:27.593";"86723";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:27.694";"86824";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:27.795";"86925";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:27.896";"87026";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:27.996";"87126";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:28.097";"87227";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:28.198";"87328";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:28.299";"87429";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:28.400";"87530";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:28.500";"87630";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:28.601";"87731";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:28.702";"87832";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:28.802";"87932";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:28.903";"88033";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:29.003";"88133";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:29.104";"88234";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:29.205";"88335";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:29.305";"88435";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:29.406";"88536";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:29.507";"88637";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:29.608";"88738";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:29.708";"88838";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:29.809";"88939";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:29.910";"89040";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:30.011";"89141";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:30.111";"89241";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:30.213";"89343";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:30.313";"89443";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:30.413";"89543";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:30.514";"89644";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:30.615";"89745";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:30.716";"89846";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:30.817";"89947";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:30.918";"90048";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:31.019";"90149";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:31.120";"90250";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:31.220";"90350";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:31.321";"90451";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:31.422";"90552";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:31.522";"90652";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:31.623";"90753";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:31.723";"90853";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:31.825";"90955";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:31.926";"91056";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:32.027";"91157";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:32.127";"91257";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:32.228";"91358";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:32.328";"91458";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:32.428";"91558";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:32.529";"91659";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:32.629";"91759";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:32.730";"91860";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:32.830";"91960";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:32.930";"92060";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:33.031";"92161";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:33.132";"92262";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:33.233";"92363";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:33.333";"92463";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:33.434";"92564";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:33.534";"92664";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:33.635";"92765";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:33.736";"92866";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:33.837";"92967";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:33.937";"93067";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:34.038";"93168";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:34.138";"93268";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:34.239";"93369";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:34.340";"93470";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:34.441";"93571";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:34.543";"93673";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:34.643";"93773";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:34.744";"93874";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:34.845";"93975";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:34.946";"94076";"3000";"3000";"360";"16156"
"";"2020-11-17";"17:55:35.047";"94177";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:35.148";"94278";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:35.249";"94379";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:35.350";"94480";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:35.451";"94581";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:35.552";"94682";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:35.652";"94782";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:35.753";"94883";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:35.853";"94983";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:35.955";"95085";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:36.056";"95186";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:36.157";"95287";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:36.258";"95388";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:36.359";"95489";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:36.460";"95590";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:36.562";"95692";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:36.662";"95792";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:36.763";"95893";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:36.864";"95994";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:36.965";"96095";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:37.066";"96196";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:37.167";"96297";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:37.268";"96398";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:37.369";"96499";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:37.470";"96600";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:37.571";"96701";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:37.672";"96802";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:37.773";"96903";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:37.873";"97003";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:37.974";"97104";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:38.075";"97205";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:38.176";"97306";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:38.277";"97407";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:38.378";"97508";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:38.479";"97609";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:38.579";"97709";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:38.679";"97809";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:38.780";"97910";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:38.880";"98010";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:38.981";"98111";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:39.082";"98212";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:39.183";"98313";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:39.283";"98413";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:39.384";"98514";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:39.485";"98615";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:39.585";"98715";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:39.686";"98816";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:39.787";"98917";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:39.887";"99017";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:39.988";"99118";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:40.088";"99218";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:40.190";"99320";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:40.291";"99421";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:40.392";"99522";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:40.493";"99623";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:40.594";"99724";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:40.694";"99824";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:40.796";"99926";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:40.896";"100026";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:40.998";"100128";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:41.098";"100228";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:41.199";"100329";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:41.300";"100430";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:41.400";"100530";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:41.501";"100631";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:41.602";"100732";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:41.703";"100833";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:41.804";"100934";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:41.905";"101035";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:42.005";"101135";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:42.106";"101236";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:42.206";"101336";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:42.306";"101436";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:42.407";"101537";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:42.508";"101638";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:42.609";"101739";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:42.710";"101840";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:42.811";"101941";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:42.912";"102042";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:43.013";"102143";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:43.114";"102244";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:43.215";"102345";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:43.316";"102446";"3000";"3000";"360";"0"
"";"2020-11-17";"17:55:43.417";"102547";"3000";"3000";"360";"8078"
"";"2020-11-17";"17:55:43.518";"102648";"3000";"3000";"360";"16156"
